Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Agarwal Restaurant Sweets And Dairy,3.8,"North Indian, South Indian, Fast Food, Desserts, Chinese, Beverages",250.0,48.0,0,Agra
Cake Golden,3.1,Bakery,250.0,34.0,0,Agra
The Chef Thali Wala,3.7,North Indian,250.0,35.0,1,Agra
Radha Krishna Ki Rasoi,4.2,"North Indian, Street Food",250.0,51.0,1,Agra
Bansal Tiffin Centre,4.3,North Indian,250.0,36.0,1,Agra
Sonu Chowmein Center,3.7,"Fast Food, South Indian",250.0,26.0,1,Agra
Shri Ram Restaurant Faluda Corner,4.3,"Fast Food, Desserts, North Indian, Chinese, South Indian, Beverages",250.0,29.0,1,Agra
Sub & Bites,4.1,"Italian, Fast Food, Beverages",250.0,35.0,0,Agra
Bhagwan Cake And Bake,3.5,"Bakery, Desserts",250.0,39.0,0,Agra
Bansal Sweets,4.1,Mithai,150.0,23.0,0,Agra
Punjabi Tadka Dhaba,3.7,North Indian,150.0,43.0,1,Agra
Sadda Adda,3.7,"North Indian, Chinese, Fast Food, Desserts",150.0,35.0,1,Agra
The Royal Biryani By Jahanpanah,4.0,"Biryani, Kebab, North Indian",150.0,48.0,1,Agra
Xero Degrees,4.2,"Cafe, Coffee, Beverages, Continental, Sandwich, Fast Food, Salad, Waffle",150.0,34.0,0,Agra
Siya Dhaba & Restaurant,4.0,North Indian,150.0,33.0,1,Agra
Food Adda,3.9,"Burger, Pizza, Sandwich, Fast Food, Desserts, Beverages",150.0,48.0,0,Agra
Custom Bakery,3.7,"Bakery, Pizza, Momos",150.0,32.0,1,Agra
Pizza Box,3.9,"Burger, Sandwich, Pizza, Fast Food, Street Food, Beverages",150.0,40.0,1,Agra
Hyderabadi Dum Biryani Point,3.9,"Biryani, Chinese",150.0,34.0,1,Agra
Bijee's Kitchen,4.1,North Indian,150.0,35.0,1,Agra
LunchBox - Meals and Thalis,4.2,North Indian,150.0,33.0,0,Agra
The Tasty Town,3.0,"North Indian, Pizza, Chinese, Street Food, Beverages",150.0,53.0,0,Agra
Munna Lal Sweets,3.8,Mithai,150.0,45.0,1,Agra
Fat Boys Cafe,4.0,"Sandwich, Pizza, Fast Food, Chinese, Momos, Pancake, Shake, Beverages",150.0,28.0,0,Agra
Homey Meal Preeti's Kitchen,4.1,"Street Food, Fast Food, North Indian",150.0,45.0,0,Agra
Chaumos,,"North Indian, Chinese, Momos, Pasta, Sandwich, Burger, Rolls, Street Food",150.0,35.0,1,Agra
The Shankar Bakers,3.9,"Bakery, Beverages, Fast Food, Desserts",150.0,24.0,1,Agra
Badnaam Bawarchi,3.7,"Chinese, Momos, Wraps, Sandwich, Salad, Fast Food, Street Food, Beverages",150.0,27.0,1,Agra
Tiwari Bombay Food Court,4.0,"South Indian, Fast Food",150.0,50.0,1,Agra
Chizza & Pizza,4.4,"Pizza, Burger, Sandwich, Fast Food",150.0,34.0,1,Agra
3C's Shake Time,4.0,"Shake, Coffee, Beverages, Burger",150.0,30.0,1,Agra
Chennai Kings,4.2,"South Indian, Sandwich, Fast Food, Beverages, Desserts, Burger, Chinese",150.0,42.0,0,Agra
Harishankar Bhojnalaya,3.5,"North Indian, Street Food, Beverages",150.0,32.0,0,Agra
Cake Showroom,3.3,Bakery,300.0,41.0,1,Agra
Chai Lodge,4.0,"Tea, Coffee, Fast Food, Pizza, Sandwich, Beverages",300.0,43.0,1,Agra
Cake Crazy,2.9,Bakery,300.0,30.0,0,Agra
Chatora Station Restaurant,4.0,"North Indian, Chinese, Mughlai, Burger, Sandwich, Fast Food, Street Food, Beverages",300.0,26.0,1,Agra
Soami's Rasoi,3.7,"North Indian, Chinese, Fast Food, South Indian",300.0,40.0,1,Agra
Masala House,4.1,"North Indian, Kebab",300.0,44.0,0,Agra
Baskin Robbins - Ice Cream Desserts,4.4,"Ice Cream, Desserts, Beverages",300.0,31.0,1,Agra
Jeetu Dhaba,4.0,"North Indian, Mughlai",300.0,36.0,0,Agra
Pind Balluchi,3.9,"Mughlai, North Indian",300.0,58.0,0,Agra
Thaliwala Pure Veg Restaurant,4.0,"North Indian, Chinese, Beverages",300.0,27.0,0,Agra
Shri Krishna Bhojanalaya,3.9,North Indian,300.0,37.0,0,Agra
The Food Junction Cafe & Restro,3.5,"Pizza, Burger, Fast Food, Street Food, Coffee, Shake, Beverages",300.0,35.0,0,Agra
Taobao Korean Foods,3.7,"Korean, Momos",200.0,36.0,0,Agra
Mughlai Darbaar,3.4,"Chinese, North Indian, Mughlai, Seafood, Fast Food",200.0,28.0,1,Agra
The Kitchen House,4.0,"North Indian, Fast Food, Beverages",200.0,44.0,1,Agra
Dreamz Cake's,3.2,Bakery,200.0,36.0,1,Agra
Mini's Cake House,4.3,"Bakery, Desserts",200.0,33.0,1,Agra
Kathi Express,3.8,"Rolls, Shawarma, Kebab, Shake",200.0,32.0,0,Agra
Hari Chatni Restaurant,4.2,"Chinese, Wraps, Fast Food, North Indian, Mughlai, Biryani",200.0,35.0,0,Agra
Parathawala.In,3.6,North Indian,200.0,53.0,0,Agra
Biryani Blues,4.3,"Biryani, Kebab, Desserts, Hyderabadi, Beverages, Healthy Food",200.0,31.0,0,Agra
Udupi Brindavan,4.2,"South Indian, North Indian",200.0,28.0,0,Agra
Unplugged Courtyard,4.2,"Mediterranean, North Indian, Continental, Chinese, Mexican, Thai, Italian, Coffee",200.0,28.0,0,Agra
Deviram Royal Restaurant,3.5,"North Indian, Chinese, Fast Food, Beverages, Continental",200.0,30.0,0,Agra
Garlick,4.6,Street Food,100.0,44.0,0,Agra
Hotel Moti Palace - Pankhuri Restaurant,3.8,"North Indian, Chinese, Continental, South Indian, Desserts, Beverages",100.0,31.0,0,Agra
Pizza Galaxy,3.3,"Pizza, Chinese, Burger, Ice Cream",100.0,32.0,0,Agra
Sardarji Eat & Bite,4.1,"North Indian, Momos, Chinese, Mexican, Fast Food",100.0,37.0,0,Agra
3C's Cafe,4.0,"Cafe, Coffee, Burger, Fast Food, Waffle, Desserts, Shake, Beverages",100.0,29.0,0,Agra
Al Nafees Restaurant & Takeaway,3.2,"Biryani, Mughlai, North Indian",100.0,46.0,0,Agra
Cakey,,Bakery,100.0,39.0,0,Agra
Sai Cake And Bake,3.4,Bakery,100.0,43.0,0,Agra
Nijam Khan Chicken Biryani Shop,3.7,Biryani,100.0,54.0,0,Agra
Shivam Restaurant,4.0,"North Indian, Fast Food",100.0,41.0,0,Agra
The Good Bowl,4.0,"North Indian, Pasta, Italian",100.0,32.0,0,Agra
Folks Pub,4.1,"North Indian, Chinese",100.0,36.0,0,Agra
Sagar Ratna,3.6,"South Indian, North Indian, Chinese, Desserts, Beverages",300.0,41.0,0,Agra
Sil Batta,3.8,North Indian,300.0,51.0,0,Agra
Vada Pav King,4.3,"Maharashtrian, Street Food, Burger, Sandwich, Rolls, Fast Food, Beverages",300.0,32.0,0,Agra
Formula Rossa,3.6,"South Indian, Rolls",300.0,29.0,0,Agra
TOS - Taste Of Shawarma,4.1,"Shawarma, Fast Food",300.0,33.0,0,Agra
Manohar Lal Daulat Ram Garg Gazak Wale,3.8,Mithai,300.0,25.0,0,Agra
Mughlai Khazana,4.2,"Mughlai, North Indian",300.0,28.0,0,Agra
Ultimate Chaap House,3.8,"North Indian, Momos",300.0,48.0,0,Agra
The Untold Stories,3.5,"Pizza, Chinese, Burger, Pasta, Fast Food, Sandwich, Street Food, Beverages",300.0,51.0,0,Agra
Welcome Yadav Dhaba,4.0,North Indian,300.0,35.0,0,Agra
Vaishno Balaji Dhaba,3.8,North Indian,300.0,38.0,0,Agra
Thali Treasures,4.0,North Indian,300.0,45.0,0,Agra
Papa Pizza & Sons,,"Pizza, Momos, Fast Food",100.0,54.0,0,Agra
UP 80 Resturant,3.8,"North Indian, Chinese, South Indian, Fast Food",100.0,47.0,0,Agra
Pizza Break,,"Burger, Pizza, Chinese, Ice Cream",100.0,26.0,0,Agra
Theka Coffee,3.9,"Coffee, Beverages",100.0,43.0,0,Agra
Munna Dhaba,4.0,North Indian,100.0,37.0,0,Agra
The Burritos Wrap And Rolls,4.0,"Rolls, Wraps, North Indian, Mexican",100.0,35.0,0,Agra
Fresh Cake Wala,2.7,"Bakery, South Indian, Street Food",100.0,28.0,0,Agra
Mr. Crunch Bakers,3.1,Bakery,100.0,30.0,0,Agra
Pizza Library,4.1,"Fast Food, Burger, Sandwich",100.0,52.0,0,Agra
Turban Singh,3.8,"North Indian, Kebab, Biryani",100.0,49.0,0,Agra
Wao's Momos,4.3,Momos,100.0,48.0,0,Agra
Sip N Bite,4.3,"North Indian, Chinese",100.0,41.0,0,Agra
Firangi Bake,4.1,"Italian, Mexican",300.0,46.0,0,Agra
Red Sugar - Enjoy Every Occasion,3.1,Pizza,300.0,43.0,0,Agra
Dum Safar Biryani by Barbeque Nation,4.3,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",300.0,48.0,0,Agra
Badlav Chai Point,3.5,"Tea, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Street Food",300.0,29.0,0,Agra
Shri Shyam Ji Shakahari Bhojnalaya,4.2,North Indian,300.0,21.0,0,Agra
Tealogy,4.0,"Beverages, Shake, Sandwich, Fast Food, Street Food",300.0,33.0,0,Agra
Vijay Chaat Bhandar,3.9,Street Food,300.0,29.0,0,Agra
Newton's Pizza,,Pizza,300.0,46.0,0,Agra
Naaz Foods,3.5,"Mughlai, North Indian",300.0,26.0,0,Agra
Om Cafe,,"North Indian, South Indian, Fast Food, Street Food, Shake, Beverages",300.0,26.0,0,Agra
Cake Palace,3.2,Bakery,300.0,33.0,0,Agra
Satkar,4.0,"Chinese, North Indian, Street Food, Desserts, South Indian, Mughlai, Fast Food, Beverages",300.0,35.0,0,Agra
Kapoor's Kitchen,3.5,"Biryani, Chinese",150.0,40.0,0,Agra
Kiskey Whiskey,4.2,"North Indian, Continental, Chinese, European, Pasta, Oriental",150.0,37.0,0,Agra
Chaat Wala Dosa Wala,,"South Indian, Street Food",150.0,43.0,0,Agra
Jux Pux,3.4,"Italian, Fast Food, Shake, Waffle, Desserts, Beverages",150.0,37.0,0,Agra
Box 80,3.8,"North Indian, Momos, South Indian, Shake",150.0,44.0,0,Agra
The Delicious Kitchen,4.0,Chinese,150.0,52.0,0,Agra
Cake Galaxy,3.2,Bakery,150.0,30.0,0,Agra
Rowdy Momo Cafe,,"Momos, Burger, Pizza, Waffle, Beverages",150.0,28.0,0,Agra
The Briston Momos,3.2,Momos,150.0,38.0,0,Agra
Jalesar Chat Bhandar,3.4,Street Food,150.0,39.0,0,Agra
Cremeborne - Ice Creams and Desserts,3.6,"Bakery, Waffle, Ice Cream, Coffee, Shake",150.0,37.0,0,Agra
Gourmet Ice Cream Cake By Baskin Robbins,4.0,Bakery,150.0,41.0,0,Agra
Capri Restaurant,3.8,"North Indian, Mughlai",400.0,36.0,0,Agra
Goyal Cakes & Bakes,4.5,"Bakery, Desserts, Fast Food",400.0,32.0,0,Agra
Sher-E-Punjab Dhaba,3.5,"North Indian, Beverages, Street Food",400.0,34.0,0,Agra
Laxman Fast Food,4.3,Fast Food,400.0,29.0,0,Agra
Agra Rasoi,,"North Indian, Kebab",400.0,26.0,0,Agra
Rajjan Chat Bhandar,,Street Food,400.0,32.0,0,Agra
Oh Agra Cafe,,"Fast Food, Pizza, Burger, Sandwich, Pasta, Chinese, Street Food",400.0,18.0,0,Agra
The Gopal Cafe,3.8,"Chinese, Momos, Pizza, Fast Food, Shake, Beverages, Ice Cream",400.0,42.0,0,Agra
Wat-A-Paratha India Ka Paratha,4.0,North Indian,400.0,33.0,0,Agra
Navtara Restaurant,3.8,"North Indian, South Indian, Beverages, Fast Food, Ice Cream",400.0,44.0,0,Agra
Al Zaika Muradabadi Hyderabadi Special Chicken Biryani,,"Biryani, North Indian",400.0,41.0,0,Agra
Bhiojan Yantra,3.5,"North Indian, Chinese, Street Food",400.0,41.0,0,Agra
Cake World,3.0,"Bakery, Desserts",200.0,40.0,0,Agra
Chai Samosa,3.5,"Street Food, Burger, Pizza, Momos, Sandwich, Chinese, South Indian, North Indian",200.0,46.0,0,Agra
Moon Bakery,3.4,"Desserts, Bakery, Fast Food",200.0,26.0,0,Agra
New 24×7 Restaurant And Cafe,4.0,"Chinese, Fast Food, North Indian",200.0,39.0,0,Agra
Sai Cloud Kitchen,4.3,"North Indian, Fast Food, Street Food, Chinese, Sandwich",200.0,65.0,0,Agra
Masala Bistro,3.7,"Chinese, North Indian, Rolls, Kebab, Fast Food",200.0,31.0,0,Agra
Tea Coffee And Snacks,3.7,"North Indian, Fast Food, Street Food, Beverages",200.0,45.0,0,Agra
Masala Majesty,4.0,North Indian,200.0,45.0,0,Agra
Cake Wala,,Bakery,200.0,33.0,0,Agra
Lucky Restaurant,4.0,"North Indian, Chinese, Continental, Fast Food, Street Food, Desserts",200.0,25.0,0,Agra
The Taste Of Kichten,3.5,"Chinese, Pasta, Fast Food, Street Food",200.0,42.0,0,Agra
Fooders,3.7,"Momos, Fast Food, Chinese, North Indian",200.0,38.0,0,Agra
Dom Antonio,3.2,"Pizza, Sandwich, Burger, Pasta, Fast Food",200.0,46.0,0,Agra
Raj Restaurant,,North Indian,200.0,28.0,0,Agra
Hotel Orange,4.0,"Chinese, North Indian, Mughlai, Biryani, Desserts, Beverages",200.0,27.0,0,Agra
Pure Veg Meals By LunchBox,4.2,North Indian,200.0,42.0,0,Agra
Bhelpuri Zayka And More,4.3,"Fast Food, Street Food",200.0,39.0,0,Agra
Cake Crazy,,Bakery,200.0,31.0,0,Agra
Fat Tiger,3.2,"North Indian, Rolls, Momos, Desserts, Shake, Coffee, Beverages",200.0,37.0,0,Agra
Cake Fantasy,3.3,"Desserts, Bakery",200.0,42.0,0,Agra
Hot Box Burger,,"North Indian, Chinese, Rolls",200.0,44.0,0,Agra
Pape Di Hatti(Sardari Lal),3.9,North Indian,200.0,22.0,0,Agra
Turkish Restaurant,3.9,"Turkish, Chinese, Pizza, Fast Food, Momos, Street Food, Shake, Beverages",200.0,25.0,0,Agra
The Tiffin Story,3.7,South Indian,200.0,39.0,0,Agra
Hind Bhojnalya,3.3,North Indian,250.0,29.0,0,Agra
Made In Punjab,4.1,"North Indian, Mughlai, Biryani, Rolls, Chinese, Desserts, Beverages",250.0,39.0,0,Agra
2ND Wife,4.2,"North Indian, Fast Food, Beverages, Shake",250.0,28.0,0,Agra
Delhi Darbar Restaurant,3.8,"North Indian, Chinese, Fast Food, Kebab, Biryani, Beverages, Desserts",250.0,16.0,0,Agra
Divyanshi Food Home,,North Indian,250.0,41.0,0,Agra
Cakes & Bakes,,Bakery,250.0,38.0,0,Agra
New 24 Seven Restaurant And Cafe,4.0,"Chinese, North Indian, Beverages, Fast Food",250.0,33.0,0,Agra
Pradeep Store,4.1,"Fast Food, Sandwich",250.0,28.0,0,Agra
The Tiny Bakery,,"Desserts, Fast Food, Beverages, Sandwich, Pizza",250.0,19.0,0,Agra
Swagat Cake & Bakers,,"Bakery, Fast Food, Beverages",250.0,35.0,0,Agra
Shri Chappan Bhog Sweets And Food Circle,3.3,"Mithai, Fast Food, Street Food, South Indian, North Indian, Beverages",250.0,42.0,0,Agra
Special 26,3.8,Pizza,250.0,45.0,0,Agra
MC Burger Hut,3.7,"Burger, Sandwich, Fast Food",150.0,28.0,0,Agra
The Hot Chinese,3.6,"Chinese, North Indian, Fast Food",150.0,39.0,0,Agra
Cake Culture,3.2,"Bakery, Desserts",150.0,46.0,0,Agra
Heart Of City,3.4,"Pizza, Fast Food",150.0,43.0,0,Agra
Spice Hut Restaurant,3.3,"North Indian, Chinese, Biryani, Continental, Fast Food, Desserts",150.0,31.0,0,Agra
Cake Cutlet,3.0,Bakery,150.0,31.0,0,Agra
The Biryani Life,4.0,"Biryani, Kebab, North Indian",150.0,30.0,0,Agra
Cake Story,3.5,Bakery,150.0,39.0,0,Agra
Cake Wala,2.7,"Bakery, Desserts",150.0,28.0,0,Agra
Healthy Box Meal,4.3,"Healthy Food, Salad, Sandwich",150.0,43.0,0,Agra
Veg Daawat By Behrouz,4.0,"Biryani, North Indian, Mughlai",150.0,30.0,0,Agra
Anvi Good Home Food,3.8,"North Indian, Street Food",150.0,49.0,0,Agra
Hippo's Krates Cafe,3.9,"Chinese, Momos, Beverages, Fast Food",150.0,38.0,0,Agra
Fat Nawabs,,"Biryani, Kebab",150.0,45.0,0,Agra
Aelicious Cafe,3.5,"Pizza, Burger, Fast Food, Beverages, Shake",150.0,38.0,0,Agra
Victoria Good Home Food,,"North Indian, Street Food",150.0,44.0,0,Agra
Cake Hub,3.0,"Bakery, Pizza",150.0,44.0,0,Agra
Shri Krishna Foods,,"Chinese, Burger",150.0,25.0,0,Agra
Pizza Fruits,2.8,"Fast Food, Pizza, Shake, Beverages",150.0,39.0,0,Agra
DD Suites Restaurant,3.7,"North Indian, Oriental, Chinese, Continental",150.0,35.0,0,Agra
Shree Vrindavan Sweets,3.1,"Mithai, Street Food",150.0,20.0,0,Agra
Ek Number-Twisted Indian Cafe,4.0,"Chinese, North Indian, Continental, Mughlai, Italian, Kebab, Desserts, Beverages",150.0,30.0,0,Agra
Golden China Restaurant,3.9,Chinese,150.0,31.0,0,Agra
Honeydew Restaurant,3.5,"North Indian, Chinese, South Indian, Street Food",150.0,53.0,0,Agra
Gemaasur Cafe,,"Fast Food, Pizza, Sandwich, Burger, Street Food, Chinese, Shake, Beverages",100.0,34.0,0,Agra
Samosewala,3.9,"Burger, Pasta, Street Food",100.0,59.0,0,Agra
Brijwasi Petha,4.6,Mithai,100.0,12.0,0,Agra
Ichchha Veg Briyani & Fast Food,3.9,"Biryani, Fast Food, Street Food",100.0,43.0,0,Agra
Shree Ram Chaat And Fast Food Corner,3.7,"Street Food, North Indian, Chinese, South Indian",100.0,26.0,0,Agra
Tiwari Bombay Style Bhel And Panipuri,4.6,Street Food,100.0,25.0,0,Agra
Akhni Biryani House,4.0,Biryani,100.0,47.0,0,Agra
The Ivory Kitchen,3.7,"North Indian, Chinese, Pasta, Pizza, Sandwich, Fast Food, Desserts, Beverages",100.0,26.0,0,Agra
Cafe Choco Craze,3.5,"Cafe, Shake, Beverages, Pizza, Momos, Fast Food, Waffle, Desserts",100.0,45.0,0,Agra
Tandoori Flames,3.1,"Rolls, North Indian, Momos, Pasta, Sandwich, Fast Food, Chinese",100.0,35.0,0,Agra
The Lockhart Bar,3.2,"Pizza, Burger, Fast Food",100.0,50.0,0,Agra
Noosh - E - Jaan,3.9,"North Indian, Biryani, Kebab",100.0,41.0,0,Agra
The Thali's,4.3,North Indian,150.0,40.0,0,Agra
Cake A Licious,,Bakery,150.0,36.0,0,Agra
Cake-N-Create,,Bakery,150.0,35.0,0,Agra
What A Sandwich,3.9,Sandwich,150.0,39.0,0,Agra
Rasala Restaurant,,"North Indian, Chinese, Biryani, Fast Food, Kebab, Desserts, Beverages",150.0,25.0,0,Agra
The Yummy Delight,3.9,"Fast Food, North Indian",150.0,49.0,0,Agra
Janta Bhojnalaya,3.8,"North Indian, South Indian, Chinese, Street Food, Beverages",150.0,37.0,0,Agra
Yash Cake House,3.1,"Bakery, Desserts",150.0,54.0,0,Agra
Waffle World,,"Waffle, Desserts, Beverages",150.0,44.0,0,Agra
UP 83 Snacks,,"North Indian, Street Food",150.0,31.0,0,Agra
Cake Shop,,Bakery,150.0,29.0,0,Agra
Wok Art,,"Chinese, Asian",150.0,45.0,0,Agra
Arabian Bites,4.3,"Burger, Fast Food",100.0,33.0,0,Agra
Cake Hub,,Bakery,100.0,46.0,0,Agra
Cake Sweet & Bakes,,Bakery,100.0,42.0,0,Agra
Cakes & Bakes,2.9,Bakery,100.0,30.0,0,Agra
Frangoz Meat,,Momos,100.0,42.0,0,Agra
Lalit Tea Stall,3.1,"Street Food, Chinese",100.0,36.0,0,Agra
Healthy Bite'z,,North Indian,100.0,28.0,0,Agra
Deep Corner,4.2,Bakery,100.0,39.0,0,Agra
Marleys The Milkshake,3.7,"Beverages, Desserts, Ice Cream, Shake, Burger, Sandwich",100.0,41.0,0,Agra
Pt. Hukum Chand Mithai Wala,4.2,"Mithai, Street Food",100.0,28.0,0,Agra
Cafe Double Shot,4.1,"Cafe, Coffee, Fast Food, Beverages, Chinese",100.0,26.0,0,Agra
Uncle Maggi Point,,Beverages,100.0,38.0,0,Agra
Yatika Pizza And Garlic,,"Pizza, Fast Food",100.0,36.0,0,Agra
Thali House,,"North Indian, Chinese",100.0,30.0,0,Agra
Khandelwal Chaa Chaska,,"Chinese, Beverages",100.0,29.0,0,Agra
Cake Store,,Bakery,100.0,35.0,0,Agra
Pink Rose Cafe,3.2,"Pizza, Pasta, Sandwich, Burger, Chinese, Bakery, Shake, Beverages",100.0,46.0,0,Agra
Laxmi Chowmin Center,,"North Indian, Chinese",100.0,37.0,0,Agra
Chinese Village,,"Chinese, Fast Food",100.0,29.0,0,Agra
Taj Mahal Restaurant,2.7,"North Indian, Mughlai, Chinese, Fast Food, Desserts, Beverages",100.0,22.0,0,Agra
Cake & Cream,,Bakery,100.0,42.0,0,Agra
The Roll Bite,4.0,"Rolls, Momos, Biryani, North Indian, Fast Food, Street Food",100.0,42.0,0,Agra
Best Cake Bakers,4.0,"Bakery, Fast Food, Desserts, Shake",100.0,30.0,0,Agra
Molecule Air Bar,3.9,"North Indian, Chinese, Continental, Italian",100.0,36.0,0,Agra
Pracheen Petha,3.9,"Mithai, Desserts",150.0,20.0,0,Agra
Karan Restaurant,,"Chinese, North Indian, Fast Food, Continental, Beverages, Desserts",150.0,18.0,0,Agra
Daddy Plz Dosa,3.7,"South Indian, Fast Food, Waffle",150.0,57.0,0,Agra
China Town,3.4,"Fast Food, Chinese, Shake",150.0,34.0,0,Agra
Panchhi Petha,,Mithai,150.0,34.0,0,Agra
Pooja Sweets,,"Mithai, Street Food, South Indian",150.0,39.0,0,Agra
Beloved Bakers,4.2,"Bakery, Desserts, Fast Food, Shake",150.0,46.0,0,Agra
Burger And Momo,,"Burger, Momos, Chinese",150.0,29.0,0,Agra
Play Safari Cafe,4.1,"Italian, Chinese, North Indian, Beverages",150.0,44.0,0,Agra
Deepee,4.2,"South Indian, Continental, Ice Cream, Beverages, Fast Food",150.0,29.0,0,Agra
Call4 Chef,3.9,"South Indian, Street Food",150.0,49.0,0,Agra
Dragon Ball,3.4,"Fast Food, Chinese",150.0,35.0,0,Agra
The Best Diet Corner,3.3,"Healthy Food, North Indian, Beverages",100.0,45.0,0,Agra
Meet N Eat,4.1,"Fast Food, Chinese, Beverages",100.0,47.0,0,Agra
Mom's Parathe,,"North Indian, Street Food, Beverages",100.0,24.0,0,Agra
Greens & Beans,4.0,Coffee,100.0,32.0,0,Agra
The Milkshake & Food Market 24*7,4.0,"Beverages, Ice Cream",100.0,32.0,0,Agra
Urban Dhaba Sethi Wala,4.0,"North Indian, Fast Food, Burger, Shake, Beverages",100.0,35.0,0,Agra
KGN Vegeterian Restaurant,,"Street Food, North Indian",100.0,50.0,0,Agra
House Of Spice,4.0,North Indian,100.0,37.0,0,Agra
Milkshake & Food Court 24*7,3.5,"Beverages, Ice Cream, Fast Food",100.0,23.0,0,Agra
Biryani Point,4.0,Biryani,100.0,33.0,0,Agra
Lazeez Chicken Biryani,,Biryani,100.0,20.0,0,Agra
What The Frozen,3.7,"Italian, Continental, Pasta, Healthy Food, Shake, Burger, Sandwich, Wraps",100.0,42.0,0,Agra
Bansal Sweets,4.3,"Mithai, Street Food",100.0,37.0,0,Agra
Number One Bhaturewala,3.2,North Indian,100.0,51.0,0,Agra
Cake Cafe,,Bakery,100.0,33.0,0,Agra
Abid Non Veg,,"North Indian, Mughlai",100.0,40.0,0,Agra
Just A Burger,,"Burger, Fast Food, Beverages",100.0,23.0,0,Agra
Test of Cake,,"Bakery, Pizza, Desserts",100.0,39.0,0,Agra
Cake Stand,,Bakery,100.0,42.0,0,Agra
The Chamber,3.3,"North Indian, Chinese, Pizza, Biryani, Desserts, Beverages",100.0,40.0,0,Agra
The Sunrise Cafe & Restro,,"Pizza, Fast Food, Chinese, Street Food",100.0,28.0,0,Agra
Chicken Hub By Rahul,,"North Indian, Mughlai, Biryani, Seafood",100.0,35.0,0,Agra
Shimla Baker's & Confectioner,3.6,"Bakery, Desserts, Fast Food, Street Food",100.0,21.0,0,Agra
ITC Mughal - Flavours,3.6,"North Indian, Chinese, Thai, South Indian, Seafood",100.0,55.0,0,Agra
The Royal Dining Restaurant,,"North Indian, Chinese, Continental, South Indian, Oriental, Desserts, Beverages, Italian",350.0,31.0,0,Agra
The Curry Station,4.0,"North Indian, Chinese, Mughlai",350.0,37.0,0,Agra
Choco Rocks,2.9,Desserts,350.0,45.0,0,Agra
One Bite,,"Pizza, Burger, Wraps, Fast Food, Beverages",350.0,33.0,0,Agra
Oasis - Radisson Hotel Agra,4.3,"North Indian, Continental, Beverages",350.0,30.0,0,Agra
City Cafe,,"South Indian, Fast Food, Pizza, Pasta, North Indian, Chinese, Street Food, Beverages",350.0,36.0,0,Agra
Costa Coffee,3.6,"Coffee, Beverages, Fast Food, Sandwich",350.0,21.0,0,Agra
Chole Bhature,,"North Indian, Burger",350.0,26.0,0,Agra
Sambar Tales,,"Fast Food, Beverages",350.0,24.0,0,Agra
Mothers Milkshakes,3.8,"Beverages, Fast Food, Desserts",350.0,41.0,0,Agra
Kings Spoon - Bhawna Clarks Inn,3.6,"North Indian, Chinese, Continental",350.0,54.0,0,Agra
A One Fast Food,3.0,"North Indian, Chinese, Biryani, Rolls, Street Food",350.0,48.0,0,Agra
Baba Bhojanalya,,"North Indian, Fast Food",50.0,26.0,0,Agra
Anjana Restaurant,,"North Indian, Mughlai, Biryani, Chinese, Salad",50.0,29.0,0,Agra
Cake & Bake,2.8,"Bakery, Desserts",50.0,29.0,0,Agra
Pavman,4.0,Burger,50.0,46.0,0,Agra
Momo Mania,4.0,Momos,50.0,36.0,0,Agra
Kulhar Chai,,"Tea, Shake, Beverages, Pizza, Fast Food, Street Food, Ice Cream, Paan",50.0,51.0,0,Agra
Ultimate Food,4.1,North Indian,50.0,36.0,0,Agra
Frosty Bites Cafe,,"Fast Food, Pizza, Sandwich, Burger, Pasta, Chinese, Street Food, Shake",50.0,28.0,0,Agra
Mom's Kitchen,,"North Indian, Fast Food",50.0,30.0,0,Agra
Jaharvir Food,,North Indian,50.0,43.0,0,Agra
Cake N Shakes,,"Bakery, Desserts, Rolls, Sandwich, Fast Food, Chinese, Shake, Beverages",50.0,28.0,0,Agra
Long Shree Fruit & Juice Shop,4.3,Beverages,50.0,21.0,0,Agra
Bhagwan Cake House,3.4,Bakery,200.0,22.0,0,Agra
Paratha Point,,North Indian,200.0,55.0,0,Agra
Hero Sandwich,,Fast Food,200.0,39.0,0,Agra
Bhaijaan Family Restaurant,4.0,"North Indian, Mughlai",200.0,29.0,0,Agra
Shri Vishnu Misthan Bhandar,3.7,"Mithai, Mishti, Bakery",200.0,44.0,0,Agra
Flavors Box,,Burger,200.0,41.0,0,Agra
Punjabi Hut,3.9,"North Indian, Biryani, Mughlai",200.0,36.0,0,Agra
First Love Restaurant & Fast Food,,"South Indian, Chinese",200.0,36.0,0,Agra
Desi Masala,3.8,"Chinese, Fast Food",200.0,26.0,0,Agra
DK's PARADISE IN-HOUSE CAFETERIA,3.5,"North Indian, Fast Food, Chinese, Momos, Desserts",200.0,32.0,0,Agra
House Of Candy,,Desserts,200.0,25.0,0,Agra
Hungree By Nature,,"Chinese, Pasta, Fast Food",200.0,47.0,0,Agra
Shakti - The Sandwich Shop,4.0,"Sandwich, Wraps, Pizza, Burger, Fast Food, Shake, Beverages",150.0,24.0,0,Ahmedabad
La Milano Pizzeria,4.0,"Pizza, Fast Food",150.0,24.0,1,Ahmedabad
